Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,0.033452,0.034655,0.029815,0.034045,0.034045,24350947
2020-03-24,0.034041,0.035778,0.031651,0.033712,0.033712,15466624
2020-03-25,0.033632,0.034978,0.033055,0.033912,0.033912,11692355
2020-03-26,0.033912,0.034399,0.032118,0.033992,0.033992,4238871
2020-03-27,0.033988,0.034425,0.032095,0.032301,0.032301,5239328
2020-03-28,0.032355,0.032927,0.029925,0.030996,0.030996,8591711
2020-03-29,0.030994,0.033207,0.030361,0.030711,0.030711,10230951
2020-03-30,0.030670,0.032193,0.030578,0.031927,0.031927,6234024
2020-03-31,0.031912,0.032642,0.030878,0.031963,0.031963,6948777
2020-04-01,0.031963,0.033139,0.031032,0.032449,0.032449,9153463
2020-04-02,0.032518,0.033928,0.031866,0.033248,0.033248,11276196
2020-04-03,0.033302,0.034305,0.032434,0.033803,0.033803,10714200
2020-04-04,0.033705,0.033911,0.032768,0.033360,0.033360,8548776
2020-04-05,0.033342,0.033688,0.032394,0.032673,0.032673,5202840
2020-04-06,0.032934,0.035322,0.032514,0.034797,0.034797,8096218
2020-04-07,0.034530,0.035739,0.033130,0.033430,0.033430,9490550
2020-04-08,0.033755,0.034366,0.033033,0.033654,0.033654,7527167
2020-04-09,0.033654,0.036663,0.033114,0.036648,0.036648,11341789
2020-04-10,0.036676,0.037984,0.032249,0.032864,0.032864,18445176
2020-04-11,0.032864,0.033459,0.032202,0.032800,0.032800,6515737
2020-04-12,0.032791,0.034706,0.032409,0.033546,0.033546,6637149
2020-04-13,0.033501,0.033501,0.031836,0.032546,0.032546,5558827
2020-04-14,0.032546,0.033204,0.032106,0.032933,0.032933,4283014
2020-04-15,0.032904,0.033469,0.031939,0.032105,0.032105,3934307
2020-04-16,0.032106,0.032984,0.030992,0.032804,0.032804,5881124
2020-04-17,null,null,null,null,null,null
2020-04-18,0.032725,0.034441,0.032687,0.034050,0.034050,9065856
2020-04-19,0.033998,0.034019,0.032908,0.033086,0.033086,5231183
2020-04-20,0.033063,0.033592,0.030560,0.031082,0.031082,6277617
2020-04-21,0.031080,0.031521,0.030655,0.031136,0.031136,4622348
2020-04-22,0.031149,0.033332,0.030787,0.032559,0.032559,6642867
2020-04-23,0.032560,0.032933,0.031520,0.032534,0.032534,8035338
2020-04-24,0.032514,0.033741,0.032472,0.033082,0.033082,6445850
2020-04-25,0.033088,0.033758,0.032957,0.033225,0.033225,5102508
2020-04-26,0.033235,0.034812,0.033188,0.034154,0.034154,6652966
2020-04-27,0.034174,0.034671,0.033009,0.034034,0.034034,7191763
2020-04-28,0.034085,0.034195,0.033151,0.033878,0.033878,5889862
2020-04-29,0.033856,0.035503,0.033457,0.035295,0.035295,10241163
2020-04-30,0.035219,0.037033,0.034150,0.035395,0.035395,11729458
2020-05-01,0.035395,0.043597,0.035340,0.042290,0.042290,43110642
2020-05-02,0.042214,0.047003,0.041714,0.043886,0.043886,39335849
2020-05-03,0.043872,0.043879,0.038319,0.039337,0.039337,17983791
2020-05-04,0.039400,0.041776,0.036289,0.041776,0.041776,24027741
2020-05-05,0.041636,0.043051,0.038776,0.039931,0.039931,15575424
2020-05-06,0.040321,0.040959,0.038829,0.039009,0.039009,11060070
2020-05-07,0.039009,0.039888,0.037436,0.039614,0.039614,10545781
2020-05-08,0.039614,0.041015,0.038365,0.039511,0.039511,10567343
2020-05-09,0.039616,0.040266,0.038756,0.039154,0.039154,8219546
2020-05-10,0.039151,0.039166,0.033010,0.034362,0.034362,9833510
2020-05-11,0.034371,0.035765,0.031952,0.033740,0.033740,10147844
2020-05-12,0.033763,0.036100,0.033468,0.035416,0.035416,8921366
2020-05-13,0.035386,0.035650,0.034818,0.035416,0.035416,8364837
2020-05-14,0.035416,0.038479,0.034750,0.037655,0.037655,11979089
2020-05-15,0.037811,0.038043,0.035392,0.035891,0.035891,10246972
2020-05-16,0.035922,0.037150,0.035596,0.035903,0.035903,6608863
2020-05-17,0.035878,0.036340,0.035748,0.035931,0.035931,5193328
2020-05-18,0.035981,0.036809,0.035342,0.036170,0.036170,8501192
2020-05-19,0.036090,0.036383,0.035401,0.035989,0.035989,8302627
2020-05-20,0.036018,0.039421,0.035961,0.038239,0.038239,18341410
2020-05-21,0.038289,0.038289,0.035142,0.036022,0.036022,8787325
2020-05-22,0.035943,0.038052,0.035592,0.037605,0.037605,13915632
2020-05-23,0.037597,0.039596,0.036462,0.037027,0.037027,11928846
2020-05-24,0.037079,0.039465,0.036260,0.037467,0.037467,15232692
2020-05-25,0.037659,0.040415,0.036694,0.039518,0.039518,18555871
2020-05-26,0.039483,0.048174,0.039483,0.044805,0.044805,64109881
2020-05-27,0.044805,0.049136,0.039943,0.048775,0.048775,44083120
2020-05-28,0.048816,0.050217,0.044944,0.045089,0.045089,43301776
2020-05-29,0.045067,0.045464,0.042986,0.045180,0.045180,22228748
2020-05-30,0.045130,0.045899,0.044051,0.045815,0.045815,10971524
2020-05-31,0.045850,0.045880,0.042957,0.043655,0.043655,14895077
2020-06-01,0.043666,0.045022,0.041656,0.043648,0.043648,17655305
2020-06-02,0.043707,0.044274,0.041069,0.042594,0.042594,16272185
2020-06-03,0.042594,0.044331,0.041541,0.043241,0.043241,13874175
2020-06-04,0.043230,0.045029,0.042443,0.044940,0.044940,13219081
2020-06-05,0.044940,0.045362,0.043601,0.044236,0.044236,8122077
2020-06-06,0.044240,0.044461,0.043296,0.044033,0.044033,5785877
2020-06-07,0.044033,0.044176,0.041956,0.043955,0.043955,6843734
2020-06-08,0.043943,0.044092,0.043197,0.044060,0.044060,4776957
2020-06-09,0.044085,0.044265,0.043010,0.043595,0.043595,5235943
2020-06-10,0.043580,0.045139,0.043333,0.045139,0.045139,7273095
2020-06-11,0.045116,0.045625,0.040061,0.040137,0.040137,11096303
2020-06-12,0.040127,0.043049,0.039805,0.042242,0.042242,9420263
2020-06-13,0.042232,0.042700,0.041622,0.042406,0.042406,6215160
2020-06-14,0.042389,0.043157,0.040797,0.041064,0.041064,5999144
2020-06-15,0.041073,0.041528,0.038377,0.040799,0.040799,7812899
2020-06-16,0.040795,0.043116,0.040259,0.041548,0.041548,8529278
2020-06-17,0.041547,0.042940,0.040915,0.042596,0.042596,8347255
2020-06-18,0.042588,0.049154,0.041930,0.045530,0.045530,42328925
2020-06-19,0.045559,0.045889,0.043068,0.044003,0.044003,11911505
2020-06-20,0.044093,0.044603,0.042729,0.043759,0.043759,7790969
2020-06-21,0.043705,0.044311,0.043462,0.043497,0.043497,4964468
2020-06-22,0.043507,0.043836,0.042979,0.043720,0.043720,7163311
2020-06-23,0.043750,0.043791,0.041700,0.042136,0.042136,10121065
2020-06-24,0.042287,0.042713,0.040659,0.041614,0.041614,6426755
2020-06-25,0.041582,0.042131,0.040005,0.040747,0.040747,6714655
2020-06-26,0.040718,0.041013,0.038868,0.039413,0.039413,8220582
2020-06-27,0.039378,0.039613,0.037266,0.037505,0.037505,6427012
2020-06-28,0.037505,0.039067,0.036751,0.038297,0.038297,9251851
2020-06-29,0.038303,0.038782,0.037238,0.038477,0.038477,4638098
2020-06-30,0.038483,0.039053,0.037610,0.038417,0.038417,5286685
2020-07-01,0.038423,0.039341,0.037882,0.038781,0.038781,5378375
2020-07-02,0.038792,0.038927,0.037433,0.038249,0.038249,4548918
2020-07-03,0.038261,0.040500,0.037790,0.039729,0.039729,8163859
2020-07-04,0.039762,0.041257,0.039275,0.041137,0.041137,9112617
2020-07-05,0.041131,0.041131,0.038847,0.039509,0.039509,7544986
2020-07-06,0.039509,0.040393,0.039223,0.040226,0.040226,8364219
2020-07-07,0.040343,0.041279,0.039418,0.040547,0.040547,7485929
2020-07-08,0.040547,0.041916,0.040118,0.041844,0.041844,7889972
2020-07-09,0.041832,0.042205,0.039957,0.040797,0.040797,10232260
2020-07-10,0.040837,0.041662,0.040004,0.041218,0.041218,8050414
2020-07-11,0.041121,0.041609,0.040594,0.041423,0.041423,6589684
2020-07-12,0.041429,0.042990,0.040486,0.042611,0.042611,10990211
2020-07-13,0.042611,0.043555,0.040749,0.041217,0.041217,13210114
2020-07-14,0.041217,0.041217,0.040048,0.040685,0.040685,7663466
2020-07-15,0.040733,0.041243,0.040094,0.040554,0.040554,6716932
2020-07-16,0.040455,0.040872,0.038078,0.038954,0.038954,8061721
2020-07-17,0.038971,0.039757,0.038460,0.039378,0.039378,4799750
2020-07-18,0.039323,0.040232,0.038997,0.039886,0.039886,3997485
2020-07-19,0.039858,0.040260,0.039154,0.039961,0.039961,4652830
2020-07-20,0.039961,0.041839,0.039845,0.040642,0.040642,9639373
2020-07-21,0.040689,0.041664,0.040457,0.041430,0.041430,10035237
2020-07-22,0.041412,0.043489,0.040888,0.042148,0.042148,11693958
2020-07-23,0.042148,0.043497,0.041718,0.042261,0.042261,14415812
2020-07-24,0.042261,0.042819,0.041479,0.042818,0.042818,8675297
2020-07-25,0.042737,0.043126,0.042399,0.042895,0.042895,5967345
2020-07-26,0.042882,0.042898,0.040287,0.041018,0.041018,10039632
2020-07-27,0.041017,0.041861,0.039075,0.039975,0.039975,13712255
2020-07-28,0.039791,0.043144,0.039429,0.042417,0.042417,16315861
2020-07-29,0.042564,0.044930,0.041830,0.043567,0.043567,28463560
2020-07-30,0.043567,0.044656,0.042217,0.042474,0.042474,26038712
2020-07-31,0.042474,0.044712,0.041973,0.044224,0.044224,31514108
2020-08-01,0.044224,0.046108,0.043403,0.045335,0.045335,29388392
2020-08-02,0.045256,0.048048,0.042292,0.043092,0.043092,30115624
2020-08-03,0.043384,0.044714,0.043148,0.044019,0.044019,23243070
2020-08-04,0.044016,0.044229,0.042495,0.043046,0.043046,18893787
2020-08-05,0.043042,0.043468,0.042665,0.043467,0.043467,16886568
2020-08-06,0.043467,0.044591,0.042743,0.044181,0.044181,23995615
2020-08-07,0.044161,0.045647,0.042662,0.043386,0.043386,26486525
2020-08-08,0.043411,0.044802,0.042996,0.044700,0.044700,12245046
2020-08-09,0.044710,0.045061,0.044065,0.044951,0.044951,14346063
2020-08-10,0.044951,0.052944,0.044951,0.052607,0.052607,77210315
2020-08-11,0.052609,0.058030,0.047979,0.051313,0.051313,122111452
2020-08-12,null,null,null,null,null,null
2020-08-13,null,null,null,null,null,null
2020-08-14,null,null,null,null,null,null
2020-08-15,null,null,null,null,null,null
2020-08-16,0.052468,0.053121,0.052046,0.053047,0.053047,30130152
2020-08-17,0.053047,0.057207,0.052112,0.055103,0.055103,50067231
2020-08-18,0.055159,0.057548,0.052299,0.053214,0.053214,50474936
2020-08-19,0.053249,0.053397,0.049674,0.050141,0.050141,33417163
2020-08-20,0.050141,0.051660,0.049338,0.051643,0.051643,31021050
2020-08-21,0.051652,0.051719,0.049217,0.049269,0.049269,33938346
2020-08-22,0.049231,0.049836,0.048087,0.049800,0.049800,28101927
2020-08-23,0.049809,0.049835,0.048305,0.048833,0.048833,21843159
2020-08-24,0.048813,0.049347,0.048302,0.049301,0.049301,27809070
2020-08-25,0.049291,0.049481,0.046784,0.046859,0.046859,38357724
2020-08-26,0.046783,0.046874,0.045697,0.046282,0.046282,32871830
2020-08-27,0.046284,0.046358,0.043469,0.044047,0.044047,25199469
2020-08-28,0.044041,0.044797,0.043901,0.044617,0.044617,17887819
2020-08-29,0.044629,0.045781,0.044352,0.045539,0.045539,30743579
2020-08-30,0.045556,0.047133,0.045433,0.047023,0.047023,17846906
2020-08-31,0.046957,0.047185,0.045700,0.045872,0.045872,22603994
2020-09-01,0.045865,0.046039,0.045268,0.045623,0.045623,20416918
2020-09-02,0.045593,0.045593,0.042510,0.042741,0.042741,17479038
2020-09-03,0.042726,0.042854,0.039262,0.039486,0.039486,31417880
2020-09-04,0.039484,0.040417,0.038147,0.039224,0.039224,27400525
2020-09-05,null,null,null,null,null,null
2020-09-06,null,null,null,null,null,null
2020-09-07,null,null,null,null,null,null
2020-09-08,null,null,null,null,null,null
2020-09-09,null,null,null,null,null,null
2020-09-10,null,null,null,null,null,null
2020-09-11,null,null,null,null,null,null
2020-09-12,null,null,null,null,null,null
2020-09-13,null,null,null,null,null,null
2020-09-14,null,null,null,null,null,null
2020-09-15,null,null,null,null,null,null
2020-09-16,null,null,null,null,null,null
2020-09-17,null,null,null,null,null,null
2020-09-18,null,null,null,null,null,null
2020-09-19,null,null,null,null,null,null
2020-09-20,null,null,null,null,null,null
2020-09-21,null,null,null,null,null,null
2020-09-22,0.031821,0.033071,0.030920,0.031468,0.031468,15650302
2020-09-23,0.031468,0.031594,0.030240,0.030309,0.030309,14209650
2020-09-24,0.030309,0.031917,0.029772,0.031881,0.031881,14027041
2020-09-25,0.031905,0.032932,0.031581,0.032231,0.032231,13804964
2020-09-26,0.032233,0.033184,0.032222,0.032427,0.032427,9728260
2020-09-27,0.032427,0.032479,0.031468,0.031498,0.031498,8281118
2020-09-28,0.031498,0.033420,0.031475,0.032271,0.032271,11554114
2020-09-29,0.032277,0.032500,0.031457,0.031613,0.031613,12800048
2020-09-30,0.031587,0.031917,0.031453,0.031540,0.031540,11685516
2020-10-01,0.031537,0.032306,0.030294,0.030410,0.030410,32228559
2020-10-02,null,null,null,null,null,null
2020-10-03,null,null,null,null,null,null
2020-10-04,null,null,null,null,null,null
2020-10-05,0.030703,0.031181,0.030473,0.030818,0.030818,20916377
2020-10-06,0.030809,0.030937,0.029794,0.029912,0.029912,28563312
2020-10-07,0.029912,0.030388,0.029837,0.030223,0.030223,12081882
2020-10-08,0.030208,0.032584,0.030180,0.031892,0.031892,39971136
2020-10-09,null,null,null,null,null,null
2020-10-10,0.034484,0.035375,0.034162,0.034403,0.034403,58125891
2020-10-11,0.034402,0.034602,0.033905,0.034076,0.034076,49922145
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,0.034145,0.034716,0.034025,0.034573,0.034573,24451406
2020-10-15,0.034577,0.034692,0.033543,0.033734,0.033734,24308339
2020-10-16,0.033731,0.033944,0.031952,0.032301,0.032301,23698301
2020-10-17,0.032301,0.032531,0.032074,0.032466,0.032466,20418229
2020-10-18,0.032406,0.032738,0.032341,0.032738,0.032738,18627242
2020-10-19,0.032770,0.032876,0.032117,0.032686,0.032686,22321142
2020-10-20,0.032686,0.032701,0.030109,0.030237,0.030237,22626390
2020-10-21,0.030247,0.031494,0.030240,0.031248,0.031248,25308584
2020-10-22,0.031112,0.032637,0.030923,0.032286,0.032286,27805194
